,EBIT / total assets,short-term liabilities / total assets,current assets / short-term liabilities,(current assets - inventory - receivables) / short-term liabilities,retained earnings / total assets,equity / total assets,total sales / total assets,(gross profit + depreciation) / total liabilities,gross profit / sales,total liabilities / ((profit on operating activities + depreciation) * (12/365)),(inventory * 365) / cost of products sold,profit on sales / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,equity / fixed assets,logarithm of total assets,(total liabilities - cash) / sales,(short-term liabilities * 365) / cost of products sold),sales / short-term liabilities,operating expenses / total liabilities,profit on operating activities / sales,rotation receivables + inventory turnover in days,(receivables * 365) / sales,working capital,(sales - cost of products sold) / sales,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),total costs /total sales,long-term liabilities / equity,sales / receivables,sales / fixed assets,working capital / total assets,class
579,-0.032991,0.17532999999999999,4.7698,3.081,0.10465999999999999,0.77722,0.6509999999999999,-0.058743,-0.051342,0.16857,31.068,0.011503,0.13745,0.77722,4.7469,4.7323,-0.5517,0.27915,3.665,0.06561,0.017902,168.18,137.82,35681.0,0.022572,-0.03718,0.97743,0.0,2.6484,3.9245,0.66094,0
580,0.22971,0.18445999999999999,2.475,0.41446,0.5989899999999999,0.79085,1.3956,1.5221,0.17131,0.020952,49.115,0.23886999999999997,0.59899,0.79085,1.4552,4.2881,0.091123,0.16333,7.2697,1.2262,0.17814,103.46,62.092,5282.4,0.15777,0.29046,0.84223,0.013086000000000002,5.8784,2.4674,0.27208000000000004,0
581,0.059898,0.33405999999999997,1.3017,0.15624,0.0,0.36593000000000003,0.9972700000000001,0.1851,0.060062,0.13688,98.989,0.089811,0.20847,0.34786,0.64748,3.4419999999999997,0.58811,0.36813,2.9853,1.4312,0.097213,140.05,49.972,278.85,0.090057,0.13756,0.9404,0.81985,7.3041,1.7646,0.10078,0
582,0.14837999999999998,0.050210000000000005,5.4201,1.3058,0.6198600000000001,0.8300299999999999,0.98816,4.6201,0.15383,0.0073296,49.758,0.14162,0.79303,0.8300299999999999,1.1404,5.7436,-0.015663,0.06944,19.212,2.8205,0.14681,78.168,40.87,122980.0,0.2504,0.12108,0.7496,0.0,8.9307,1.3253,0.22193000000000002,0
583,0.023968,0.15709,3.682,1.4567,0.0,0.62878,0.59644,0.12354,0.040185,0.46089,76.418,0.013822,0.023968,0.61524,1.4915,3.9017,0.23933,0.26963,3.7967,1.5695,0.0083075,213.93,139.28,3359.6,0.023173,0.031657,0.96364,0.29063,2.6205,1.4148,0.42132,0
584,0.08466900000000001,0.27752,0.89915,0.084927,0.0,0.47343999999999997,0.7892899999999999,0.32701,0.10727,0.10401,32.204,0.079666,0.29457,0.41394,0.63085,4.1286,0.6411,0.39108,2.8441,1.3477,0.10291,104.49,75.541,-376.36,0.10093,0.15162,0.89863,0.52509,4.8318,1.0517,-0.027988,0
586,0.13409000000000001,0.31778,2.2101,0.45953,0.3408,0.6713100000000001,2.1421,0.54133,0.063306,0.060146,30.015,0.13577,0.42225,0.6713100000000001,2.2553,4.5719,0.089904,0.15975,6.6654,0.42725,0.064099,95.864,67.676,14350.0,0.060884,0.16203,0.93912,0.0,5.3933,7.1158,0.38456,0
587,-0.5352399999999999,1.1818,0.82801,0.22,-0.29393,-0.20940999999999999,2.3416,-0.42674,-0.22858,-0.089833,4.0716,-0.49476000000000003,-0.81749,-0.30798000000000003,-9.7539,3.5248,0.41364,0.41666,1.9814,2.3452,-0.19982,112.0,107.07,-680.48,-0.21129,2.5559,1.1862,0.0,3.4089,109.07,-0.20325,0
588,0.11585,0.22336999999999999,0.35913,0.033382,0.0,0.72526,0.33941,0.85416,0.34132,0.033677,20.366,0.15313,0.19499,0.59315,0.78851,3.4461,0.78784,1.1991,1.5195,0.678,0.45112,78.249,67.072,-399.83,0.45117,0.11697,0.68894,0.07083500000000001,5.4419,0.36901,-0.14315,0
589,-0.033337,0.30768,0.77764,0.072756,-0.10078,0.57244,0.44055,-0.037843,-0.075671,10.507,134.41,0.11862,0.020955,0.51022,0.75248,4.0136,0.93445,0.91131,1.4318,0.78949,-0.035856,179.69,76.677,0.77764,0.26925,-0.06500800000000001,0.79424,0.15185,4.7602,0.57911,-0.06841699999999999,0
590,-0.30079,0.5969800000000001,0.65728,0.016775,-0.23055,0.39063000000000003,1.8498,-0.11493,-0.1626,-0.43683,50.468,-0.29275999999999996,-0.49108,-0.5313399999999999,0.64289,2.6427,0.3278,0.27862,3.0987,3.5161,-0.14988,75.447,16.991,-89.87299999999999,-0.15826,-0.77,1.16,0.0,21.482,3.0444,-0.20459000000000002,0
591,-0.19093,1.2809,0.50683,0.056112,-2.1991,-0.28463,2.3592,-0.11753,-0.080933,-0.26308,51.706,-0.17222,-0.23625,-1.7790000000000001,-0.81137,3.2413,0.51435,0.50601,1.8418,1.9705,-0.085927,89.321,33.84,-1101.1,-0.072999,0.67081,1.079,0.0,10.786,6.725,-0.6317,0
592,0.1277,0.62746,1.4481,0.28475,0.017004,0.31785,1.4351,0.18721,0.08898,1924.6,65.571,0.0011562999999999999,0.1444,0.1447,3.4783,3.992,0.38497,0.59017,2.2872,1.5586,0.0,185.65,137.07,2760.5,0.25916,0.40176,0.75703,0.15158,2.6628,15.705,0.28115999999999997,0
593,0.032392000000000004,0.73834,0.67661,0.00015396,0.088799,0.26166,1.7588,0.10371,0.018417,0.26387,27.335,0.040543,0.09493,0.24986999999999998,0.52287,3.6274,0.41973,0.4297,2.3821,2.3272,0.027911,103.65,76.945,-1012.5,0.023052,0.10027,0.98175,0.0,4.7436,3.5145,-0.23876999999999998,0
594,0.48822,0.08087899999999999,6.7034,5.1127,1.2298,0.69122,1.286,6.5225,0.40446,0.0051548,25.073,0.47652,1.5035,0.69122,1.5098,5.4144,0.065728,0.11314,14.925,5.8918,0.39477,38.901,24.052,119770.0,0.40777,0.5673600000000001,0.59223,0.0,15.175,2.6365,0.46128,0
595,0.041527999999999995,0.31027,0.66978,0.06718,0.24133000000000002,0.44973,0.73616,0.23238,0.056985,0.11995,31.272,0.063358,0.29469,0.44973,0.56771,4.1912,0.71504,0.46775,2.3488,0.12104,0.08694,93.645,65.181,-1591.1,0.089782,0.067618,0.91022,0.474,5.5998,0.91992,-0.10246,0
597,0.035955,0.059690999999999994,11.306,6.2815,0.11657999999999999,0.92324,0.9942700000000001,1.0698,0.038058,0.026319,37.104,0.046665,0.14768,0.92324,2.8394,4.6856,-0.092144,0.067194,15.827,0.78177,0.049394,115.86,80.973,29828.0,0.059713,0.030400999999999997,0.94029,0.0,4.5077,2.9055,0.61515,0
598,0.17462,0.44145,1.1581,0.14381,0.0,0.31087,2.0338,0.2657,0.085858,2.7084,68.852,0.018295,0.14311,0.28071999999999997,0.63602,3.8217,0.32173,0.37194,4.6072,1.7223,0.0,80.353,40.173,462.79,0.41643,0.56171,0.5839,0.79364,9.0857,4.161,0.069773,0
599,0.031572,0.41286000000000006,1.0337,0.21156,0.0,0.31527,1.7517,0.071342,0.018023,1.321,22.176,0.004481000000000001,0.14206,0.28542,0.54999,4.3892,0.38835,0.26243,4.2429,2.2976,0.0,70.725,50.809,340.81,0.1019,0.10013999999999999,0.9006,0.6047399999999999,7.1837,3.0558,0.013908000000000002,0
600,-0.15993,0.24181999999999998,0.38883,0.060009,0.074687,0.30891,0.53508,-0.13208,-0.30458,-3.2639,8.025,-0.08087799999999999,0.10718,0.30891,0.34097,4.9573,1.2313,0.42741,2.1713,-0.12482,-0.15403,55.275,46.628,-13394.0,-0.077539,-0.47188,1.0775,1.3147,7.828,0.57958,-0.1478,0
601,-0.072161,0.6311399999999999,0.39388,0.01128,0.14587,0.35766,0.71308,-0.034812,-0.1026,2.5124,37.113,-0.04193,0.19667,0.35766,0.47599,4.8446,0.89595,0.85427,1.1144,-0.066436,-0.059618,125.32,86.333,-26745.0,-0.050458,-0.21169000000000002,1.0505,0.0,4.2278,0.93601,-0.38255,0
602,0.12677,0.70338,0.7669,0.06091,0.063684,0.28931999999999997,1.7457,0.29271,0.072909,0.096083,43.435,0.16155999999999998,0.072294,0.28931999999999997,0.62816,5.0927,0.38203,0.4456,2.472,0.22969,0.092917,104.24,64.809,-20297.0,0.092159,0.38066,0.90784,0.0,5.6319,3.7752,-0.16396,0
604,-0.18105,0.77964,0.29761,0.047168,-1.2877,-1.4037,0.9414399999999999,-0.063544,-0.20002,-1.1738,60.046,-0.095776,-1.2877,-1.4037,-1.8279,4.0758,2.6112,0.77979,1.161,-0.039914,-0.10582,78.739,12.411,-6520.9,-0.10461,0.12897,1.1046,-1.1540000000000001,29.408,1.1786,-0.54761,0
605,0.04988,0.14685,0.30565,0.19056,0.21966,0.45679,0.2847,0.18929,0.18352,0.14354,3.6257,0.070449,0.21966,0.45679,0.47825,4.6935,1.8495,0.69372,1.8509,0.13615,0.2592,22.696,19.872,-5034.8,0.22118,0.1092,0.77882,0.81134,18.367,0.28457,-0.10196000000000001,0
606,-0.05415,0.1458,0.64507,0.044002,-0.048026,0.3898,0.10264000000000001,-0.05171,-0.61683,-1.4183,154.38,-0.037426999999999995,-0.048026,0.3898,0.43027,5.9719,6.6051,1.1536,0.60212,-0.063849,-0.42633,364.37,142.11,-48502.0,-0.4397,-0.13892000000000002,1.4397,1.1297,2.5684,0.096902,-0.051748,0
607,0.027554000000000002,0.79628,0.89891,0.058709,0.0,0.16965999999999998,2.0105,0.048471,0.013705,2.1805,18.713,0.008668700000000001,0.027554,0.12322000000000001,0.59695,3.5092,0.39544,0.41598,2.5249,2.3054,0.0,121.46,103.64,-260.0,0.04789,0.16241,0.95226,0.20073,3.5217,7.0741,-0.08049500000000001,0
608,0.0078241,0.20194,1.8616,0.11531,0.0,0.79806,1.4376,0.48339,0.0054425,0.063953,37.324,0.018443,0.23547,0.76807,1.2788,3.7298,0.12427,0.14229,7.119,7.0277,0.010755,89.535,52.69,934.0,0.012829,0.0035014000000000004,0.9946,0.0,6.9273,2.3036,0.17399,0
609,-0.090663,0.8482700000000001,0.27562,0.0022078,0.14361,0.09753300000000001,1.0773,-0.022194,-0.08609,2.1776,30.243,-0.05898,0.20149,0.09753300000000001,0.12729,4.3953,0.80518,0.7794,1.2415,-0.06942,-0.056005,80.384,49.129,-15270.0,-0.033479,-0.74245,1.0335,0.013578,7.4295,1.3745,-0.61447,0
610,0.14503,0.12617,2.231,1.0476,0.0,0.8737799999999999,0.9652299999999999,1.8375,0.15025,0.017934,24.31,0.14326,0.56521,0.80491,1.2161,4.0071,-0.0056091,0.1535,7.6501,6.5122,0.15302,56.465,35.762,1578.7,0.14842,0.13317,0.85059,0.0,10.206,1.3434,0.15532,0
611,0.15743,0.48331,1.2335,0.018348,0.32785,0.39497,1.6195,0.3875,0.097975,0.082045,47.133,0.16451,0.41421,0.39497,0.97806,4.4175,0.33158,0.33623,3.3246,0.30715,0.10238,133.41,91.243,2951.5,0.1054,0.33169,0.8946,0.13234,4.0003,3.9789,0.11285,0
612,0.024769,0.31572,1.9215,0.064714,0.0,0.45841000000000004,1.909,0.12998,0.012974,0.20032,18.611,0.024636,0.26338,0.37978,1.1654,3.812,0.27554,0.16755,6.0466,3.4794,0.023306,112.08,93.713,1887.1,0.012905,0.036875,0.98744,0.48681,3.8949,4.8534,0.29094000000000003,0
613,-0.0072629999999999995,0.21534,2.0268,0.029224,0.0,0.65796,1.2889,0.038756,-0.0056352,0.20447,64.15,0.035242,-0.0008408,0.58622,1.1675,2.8432,0.2605,0.17178,5.9852,3.6651,0.027343,121.82,59.423,154.1,0.027343,-0.030892000000000003,1.0056,0.14196,6.1424,2.287,0.22111,0
614,-0.053714,0.36046999999999996,1.9308,0.87783,0.0,0.31859,1.8796,-0.0076257,-0.028578,0.049261,40.313,0.51741,-0.016752,0.18975,1.048,3.6778,0.19577,0.26464,5.2141,1.999,0.2195,73.71,44.495,1597.8,0.27528,-0.1686,1.0271,0.83365,8.2032,6.1828,0.33553,0
615,0.00054829,0.80007,1.0989,0.16012,0.0,0.19993,3.7306,0.03077,0.00014697,1.108,33.75,0.0073739999999999995,0.00054829,0.00054829,1.6549,3.0014,0.19348,0.27753,4.6628,3.6032,0.0,73.485,47.405,79.363,0.22726,0.0027425,0.77312,0.0,7.6996,30.88,0.07911599999999999,0
616,-0.18182,0.28357,2.8953,1.3293,-0.15539,0.6789,1.3047,-0.45669,-0.142,-0.066162,42.081,-0.19322999999999999,-0.14537,0.6789,3.7934,4.2009,-0.072496,0.19479,4.5156,-0.68142,-0.1509,126.59,78.746,8535.8,-0.13691,-0.26871999999999996,1.1369,0.0,4.6352,7.1547,0.53746,0
617,0.15629,0.10814000000000001,4.6342,0.18323,0.0,0.54333,1.9312,0.56032,0.080926,0.060658,38.408,0.14585,0.4721,0.51612,1.0891,4.4103,0.23042,0.060568,17.859,3.9096,0.078374,90.969,55.461,10108.0,0.075523,0.23185999999999998,0.9202,0.6352899999999999,6.5812,3.8712,0.39299999999999996,0
618,0.001186,0.24991999999999998,2.343,0.14942,0.0,0.7296,1.4087,1.0973,0.00084192,0.030501,72.693,0.0053091,0.18277,0.67928,1.7604,3.8342,0.16599,0.22591,5.6367,4.0913,0.0,142.04,84.955,2291.4,0.21468,0.0016256,0.83094,0.028072000000000003,4.2964,3.399,0.33564,0
619,0.038908,0.18022,1.5767,0.39285,0.087599,0.41344,0.69713,0.22296,0.059083,0.13657,65.448,0.048992,0.087599,0.41344,0.57755,5.0646,0.76406,0.29621,3.6541,0.086323,0.074396,118.25,57.787,12060.0,0.076102,0.094109,0.9239,0.93685,6.3163,0.91994,0.10393,0
620,0.1523,0.55195,1.4786,0.54051,0.23263000000000003,0.36519,3.4863,0.26884,0.043985,0.089381,26.101,0.21484,0.29394,0.36519,1.9857,4.1961,0.13834,0.17048,6.2731,0.34001,0.062048,54.58,30.174,4148.7,0.064955,0.33547,0.93504,0.2188,12.097,18.827,0.26414,0
622,0.17446,0.2448,2.7867,0.51747,0.0,0.7552,1.5214,0.81746,0.11467,0.041146,94.789,0.1114,0.60348,0.75517,2.3763,3.6021,0.079572,0.17362,6.2148,5.7598,0.11348,133.27,45.426,1749.6,0.07322,0.23101,0.89204,0.0,8.035,4.7874,0.4374,0
623,0.06865700000000001,0.3614,1.0394,0.099159,0.0,0.23873000000000003,0.98721,0.16508,0.069546,0.17183,27.093,0.062425,0.13541,0.20968,0.38236,4.3619,0.73693,0.39079,2.7316,1.2148,0.09184,125.64,100.26,327.94,0.063234,0.2876,0.93262,0.6261899999999999,3.6405,1.5812,0.014253,0
624,0.30804000000000004,0.085733,9.5649,3.9133,0.0,0.91427,1.7131,4.0471,0.17982,0.0087551,12.554,0.1112,0.56132,0.24641,5.08,3.2859,-0.14225,0.05352,19.982,18.684,0.16781,103.24,91.499,1418.4,0.064912,0.33692,0.84134,0.0,3.9891,9.5184,0.73429,0
625,0.00054362,0.25861,0.87276,0.051206,0.0,0.50734,0.9930100000000001,0.18145,0.00054745,0.16017,3.3544,-0.0031925,0.41918,0.00054362,0.65523,4.2188,0.49391,0.2596,3.8397,2.0221,0.013777,78.096,74.731,-544.59,-0.003215,0.0010715,0.99947,0.15993,4.8842,1.2825,-0.032906,0
626,-0.049895999999999996,0.1374,3.928,1.1077,-0.006296199999999999,0.85095,1.3331,-0.16231,-0.037728,-0.25205,85.767,-0.045517,0.0024876,0.85095,1.8488,3.8324,-0.0097829,0.1006,9.6252,-0.33126,-0.034416,106.95,18.373,2734.9,-0.032746,-0.052910000000000006,1.0327,0.0,19.866,2.8733,0.40231999999999996,0
627,0.026413,0.74493,1.2402,0.16466,0.091192,0.25008,2.9494,0.056214,0.0089863,0.48106,28.911,0.035467,0.11129,0.25008,3.2841,4.7409,0.21261,0.26151,3.9457,0.047511,0.012066,99.491,71.473,9852.8,0.030853,0.083092,0.96915,0.0062326000000000005,5.1069,38.6,0.17892,0
628,-0.059039,0.03545,2.1568,0.23354,-0.073049,-0.10086,0.15411,-0.044523,-0.38309,-0.37627,58.078,-0.09813,-0.13619,-0.13209,-0.10921,4.1183,7.0968,0.14054,4.3473,0.22913,-0.69787,161.47,66.415,538.43,-0.63674,0.58534,1.2654,-10.562999999999999,5.4958,0.16687,0.041007,0
629,-0.0050255000000000005,0.59421,0.73565,0.021193,0.16097999999999998,0.29638000000000003,1.7443,0.067958,-0.0029663,0.37666,37.729,0.008343999999999999,0.21516,0.29638000000000003,0.52655,4.4483,0.40674,0.35648,2.8512,0.012062,0.004925,91.464,54.343,-4409.3,0.016104,-0.017039,0.9839,0.32918000000000003,6.7167,3.01,-0.15708,0
630,-0.48006000000000004,0.65935,1.4058,0.80106,-0.027351999999999998,0.14743,2.8051,-0.49203,-0.17114,-0.064701,19.51,-0.60049,-0.45788,-0.06729199999999999,2.0165,3.19,0.24111,0.19361,4.2544,3.9945,-0.17818,51.88,28.194,414.42,-0.21407,-3.2562,1.1685,0.0,12.946,38.367,0.26754,0
631,0.065137,0.36574,2.6289,0.90142,0.0,0.3127,1.7685,0.095189,0.036831,79.793,92.837,0.00107,0.28928,0.29975,8.1202,3.5869,0.20692,0.29864,4.8355,1.7819,0.0,130.4,66.107,2301.1,0.30752,0.20831,0.7199,0.0,5.5213,45.926,0.59575,0
632,0.012159,0.8661399999999999,1.025,0.14017,-0.067166,0.13385999999999998,1.7984,1.2138,0.006761,0.027783,43.268,0.015661,0.063293,-0.05500700000000001,1.1934,3.372,0.44513,1.9858,2.0763,0.50357,0.0,155.55,145.06,51.083,0.75747,0.090835,0.25868,0.0,2.5162,16.033,0.02169,0
633,0.085221,0.03393,16.238,2.9295,0.0,0.8454799999999999,0.15161,1.5802,0.5621,0.021136,0.0,-0.15149,0.20895,0.80323,1.8828,3.0731,0.39191,0.11194,4.4684,1.9616,0.55896,1087.1,1087.1,611.83,-0.99922,0.07990900000000001,0.78114,0.0,0.33575,0.33763,0.51703,0
634,0.082995,0.40646,1.1936,0.039371,-0.095179,0.42512,1.8494,0.19722,0.044876,0.15526,24.471,0.08867699999999999,0.48835,0.013432,0.82572,4.0844,0.30322,0.23084,4.5501,3.0628,0.050307,92.59,69.292,955.74,0.047948,0.18474000000000002,0.9554,0.39471,5.2675,3.5923,0.078692,0
635,0.071217,0.5361100000000001,1.7407,0.076499,0.0,0.45766999999999997,1.844,0.90237,0.038621,0.043231,186.72,0.018373,0.16567,0.30709000000000003,6.8511,3.8222,0.28203,0.57571,3.4396,1.7171,0.0,176.6,82.307,2637.1,0.495,0.15561,0.51002,0.0,4.4346,27.604,0.39709,0
636,0.06529299999999999,0.21673,0.88553,0.087471,0.3761,0.72988,0.60515,0.52125,0.1106,0.056712,47.48,0.080826,0.49507,0.72988,0.90323,4.6509,0.42396,0.43124,2.7238,0.30423,0.13691,106.94,66.522,-1110.4,0.14866,0.060445000000000006,0.85134,0.06705,5.4869,0.73055,-0.024809,0
637,0.067271,0.17005,1.8077,0.01264,0.17588,0.8102600000000001,1.3241,0.81347,0.051023,0.039401,24.311,0.070832,0.22211,0.8102600000000001,1.1699,5.2472,0.12803,0.13744,7.7531,0.41653,0.053724,84.51,61.694,24270.0,0.061527,0.06476699999999999,0.93847,0.0,5.9163,1.9037,0.13735999999999998,0
638,-0.030064999999999998,0.26928,0.27161,0.077052,0.0,0.29162,0.6997,0.028124,-0.042969,0.74737,19.661,-0.024465999999999998,0.29873,0.27371,0.31463,4.349,1.0048,0.37185,2.5984,1.0223,-0.026288,27.33,6.9819,-4380.5,-0.034967,-0.081816,1.0417,1.501,52.278,0.75492,-0.19614,0
639,0.19846,0.44914,1.0855,0.10722,0.0,0.5484600000000001,1.5676,0.62594,0.1266,0.047391,16.663,0.29574,0.26575,0.44618,1.0702,3.6186,0.26029,0.35313,3.4903,2.8167,0.1489,102.3,88.785,159.58,0.18866,0.28644000000000003,0.87431,0.0043879,4.1111,3.059,0.038404,0
640,0.12945,0.22245,3.3066,0.052587,0.0,0.77755,0.68923,0.6829,0.18782,0.056712,132.12,0.15969,0.21379,0.5917899999999999,2.9403,4.034,0.31258,0.42008,3.0984,2.3805,0.15712,383.34,281.83,5549.3,0.2317,0.13499,0.82477,0.0,1.2951,2.6063,0.5131100000000001,0
641,0.025141,0.24516999999999997,1.7955,0.54711,0.42168,0.73929,1.5197,0.27026,0.016748,0.14607,7.9802,0.014062,0.52785,0.73929,1.3206,5.1756,0.14638,0.16611,6.1229,0.057357,0.0093676,74.417,66.571,29221.0,0.01681,0.022803999999999998,0.98319,0.0,5.4829,2.6815,0.19502,0
642,0.34926,0.16288,1.1225,0.12434,0.95726,0.56318,1.0861,1.1278,0.39384,0.037965,22.141,0.26181,1.1019,0.56318,0.68918,6.119,0.37219,0.25811,5.4447,0.78396,0.29523,66.915,51.16,26243.0,0.28842,0.53161,0.71158,0.30379,7.1345,1.0852,0.019955,0
643,0.11892,0.30721,1.4119,0.13654,0.22641,0.57117,0.94352,0.39844,0.12663,0.071771,116.94,0.14381,0.28139,0.57117,1.0087,5.0673,0.44391,0.38719,3.0569,0.34464,0.15313,152.29,53.489,14777.0,0.15511,0.16742,0.84489,0.19271,6.8239,1.6585,0.12655,0
644,0.10545999999999998,0.3475,1.4331,0.4993,0.0,0.5565100000000001,1.6246,0.23878,0.064917,34.15,1.3594,0.026242,0.10546,0.52496,1.1086,4.8594,0.18335,0.24941,4.6751,3.1417,0.0,72.902,71.736,10886.0,0.14238,0.18950999999999998,0.86664,0.17249,5.0881,3.2362,0.15049,0
645,0.21656999999999998,0.31508,2.9793,1.515,0.0,0.67201,1.6954,0.68334,0.12774,0.060629,23.376,0.20626,2.2616,0.6312300000000001,10.968,4.3726,-0.086887,0.21158,5.3809,4.5403,0.1019,99.327,78.795,14706.0,0.12166,0.25,0.87646,0.0,4.6322,27.671,0.62364,0
646,0.22508000000000003,0.020637,27.044,2.9982,-0.25777,0.97936,1.0951,13.218,0.20553,0.0024722,18.285,0.20554,-0.032691,-0.23836999999999997,2.2163,2.9601,0.018845,0.023199,53.065,43.106,0.21054,165.4,150.54,490.26,0.18769,0.22804000000000002,0.79856,0.0,2.4245,2.4783,0.5374800000000001,0
647,-0.16063,0.22216999999999998,2.2054,0.20228,0.0,0.49312,1.1212,-0.097865,-0.14326,0.15219,66.916,0.037158,-0.09448,0.22286,0.96683,4.3868,0.44434,0.21411,5.0467,2.0471,0.0,144.87,82.947,6524.6,0.074548,-0.32574000000000003,0.92805,0.42328999999999994,4.4004,2.1983,0.2678,0
648,0.0034917999999999998,0.21344000000000002,3.0562,0.047597,0.0,0.78656,1.2292,0.13276,0.0028406,0.20861,64.469,0.0043488,0.10334,0.052716,2.2624,3.8394,0.16881,0.17425,5.7591,5.7387,0.0075342,190.68,126.44,3032.2,0.0035379,0.003834,0.99718,0.0,2.8867,3.5356,0.43888999999999995,0
649,-0.058323,0.9962700000000001,0.99122,0.11582,0.0091467,0.0037290999999999995,1.0157,-0.058308,-0.05742,-0.69123,151.59,-0.045341,-0.046585,-0.0098087,0.29882,3.5674,0.96742,0.93893,1.0195,1.065,-0.047527,313.4,155.04,-32.318000000000005,-0.044639,-15.64,1.0573,0.0,2.3542,81.392,-0.008750299999999999,0
650,0.19977,0.10787000000000001,2.5902,0.33005,0.46224,0.85645,1.3484,2.0915,0.15116,0.01731,24.505,0.17904,0.57257,0.85645,1.1885,4.8107,0.068447,0.095371,12.252,1.6598,0.13548,67.335,46.362,11093.0,0.14416,0.1882,0.85584,0.0,7.8728,1.834,0.17153,0
651,0.007634999999999999,0.31556999999999996,0.81224,0.039753,-0.14999,0.41126999999999997,0.55524,0.053273,0.013751,59.276,114.38,-0.013861000000000002,-0.084426,-0.14235,0.55302,4.0697,1.0436,0.5545,1.7595,0.96666,-0.042139,160.25,43.013,-695.68,-0.024963,0.018565,0.98729,0.66213,8.4857,0.74661,-0.059253,0
652,0.2139,0.033473,4.7416,1.6401,0.55218,0.62049,0.53551,0.7584,0.4402,0.04824,79.891,0.18997999999999998,0.67749,0.62049,0.73755,6.2146,0.53376,0.12162,14.517,0.61071,0.39099,77.983,32.732,205280.0,0.4336,0.27946,0.5664,0.44742,11.151,0.57758,0.12524000000000002,0
653,0.011193,0.32108000000000003,0.51871,0.0079367,0.52578,0.65645,0.68687,0.18489,0.016391,0.15795,66.434,0.018661,0.65041,0.65645,0.78762,5.1308,0.4688,0.49013,2.1269,0.05812,0.027326,87.653,23.927,-20882.0,0.040752,0.011566,0.95925,0.0,15.255,0.81937,-0.15453,0
654,-0.0085777,0.18173,1.6575,0.27995,0.39742,0.57757,0.87369,0.20943,-0.009978,0.14801,68.784,-0.0052254,0.48995,0.57757,0.82654,4.9464,0.25188,0.2101,4.7304,-0.019794,-0.0060784,106.29,37.082,10561.0,-0.00619,-0.0042444,1.0062,0.14242,9.8431,1.2302,0.11949000000000001,0
655,0.11715999999999999,0.13351,1.2007,0.19717,0.74126,0.86454,0.9815299999999999,1.303,0.11959,0.024163,49.14,0.12485,0.74185,0.86454,1.0296,5.5044,0.11024,0.15602,7.3382,0.93513,0.12743,49.917,6.9952,8560.8,0.12655,0.13552,0.87345,0.0,52.179,1.1668,0.0268,0
656,0.21982,0.08603200000000001,9.1625,7.3752,0.57393,0.8951600000000001,0.60607,2.8337,0.38246,0.012901,82.429,0.19527,0.70911,0.8951600000000001,4.2278,4.7184,-0.95184,0.22533,6.6808,2.2697,0.33974,97.649,42.894,36722.0,0.33573,0.19916,0.66427,0.0,8.5093,2.7146,0.70224,0
657,-0.046110000000000005,0.26261,0.66869,0.071566,0.17154,0.28986,0.64284,-0.0082258,-0.073102,0.50726,72.661,0.005758,0.21611,0.28986,0.3516,5.3793,1.0999,0.41787,2.4019,0.0081082,0.0091287,90.741,18.346,-20837.0,0.0036674,-0.13476,0.99633,1.544,19.895,0.76511,-0.087005,0
658,0.061326,0.1441,2.5237,0.53161,0.18488,0.71419,0.7230300000000001,0.72931,0.086657,0.038871,70.166,0.08632000000000001,0.22951,0.71419,1.1224,4.9593,0.19635,0.23753,4.911,0.40229,0.12198,148.06,87.909,19993.0,0.14275,0.06917899999999999,0.85725,0.098675,4.152,1.1121,0.21957,0
659,0.0465,0.11642000000000001,7.259,2.2482,0.0,0.88195,1.9343,0.75854,0.02404,0.039826,73.059,0.069177,0.46922,0.80027,5.6923,2.7868,-0.070901,0.062418,16.615,15.799,0.028827,110.07,39.629,446.01,0.035764,0.038653,0.97596,0.0,9.2104,12.484,0.72864,0
660,-0.13349,1.172,0.46172,0.1882,-0.052263,-0.17205,1.0435,-0.088502,-0.12792,-0.43485,65.211,-0.11120999999999999,-0.213,-0.18575,-0.37497,3.5622,0.91598,1.015,0.89031,0.98519,-0.11462,112.14,39.977,-2302.4,-0.10657,0.77586,1.1255,0.0,9.1303,2.2742,-0.63089,0
661,-0.06400700000000001,0.95744,0.59598,0.042656,-0.017123,0.030701999999999997,1.4649,-0.066035,-0.043694,-0.48692,87.179,-0.06454299999999999,-0.18254,-0.06321399999999999,0.071504,3.9815,0.63499,0.62601,1.53,1.5779,-0.045297,132.0,40.98,-3707.0,-0.044059,-1.5012,1.0426,0.0,8.9067,3.4117,-0.38683,0
663,0.14999,0.38366999999999996,1.7899,0.012561,0.0,0.53238,2.8589,0.38802,0.052464,0.081616,17.81,0.11155999999999999,0.27619,0.50885,1.6995,3.3275,0.16271,0.13965,7.4513,5.875,0.055799,87.064,69.949,644.18,0.039021,0.22749,0.94929,0.15466,5.2181,9.1264,0.30307,0
664,0.079319,0.0183,34.86,21.594,0.18442999999999998,0.9706799999999999,0.6803899999999999,7.1339,0.12489,0.0041845,70.768,0.092547,0.23717,0.9706799999999999,2.681,4.1341,-0.55842,0.034572,34.705,5.0572,0.14572,139.52,80.539,8438.2,0.16654,0.063453,0.83346,0.0,4.532,1.7542,0.61964,0
